time,ugeos,vgeos
2023-10-14 07:19:09.167178112,0.040973510336233046,-0.16589123266060396
2023-11-04 04:04:14.564911232,0.10032572327162129,-0.22132915333097175
2023-11-25 00:49:19.834446848,0.008858135439108688,-0.13309530699566174
2024-01-05 18:19:29.957074944,0.08260440233442541,-0.21001954983016508
2024-01-26 15:04:35.845727744,-0.040544945031067994,-0.515305987204038
2024-02-16 11:49:40.672968704,0.1311535587129568,-0.3620604774073063
2024-03-08 08:34:44.414386176,,
2024-03-29 05:19:48.177718016,-0.20910234475051728,-0.29671405311871446
2024-04-19 02:04:54.107326208,0.09512013711011705,-0.39704373546971955
2024-05-09 22:49:57.703072512,0.19316095869589867,0.0377917575621821
2024-05-30 19:35:02.971148928,0.13698464411314898,-0.14954992271288683
2024-06-20 16:20:07.726982400,0.38660560674359595,-0.062008680431155684
2024-07-11 13:05:11.016681728,0.0714525500131376,-0.19611209950214378
2024-08-01 09:50:15.497163904,0.08875001868020185,-0.2695122304537754
2024-08-22 06:35:19.585783424,0.07037722912774629,-0.2551501604099625
2024-09-12 03:20:25.697181952,0.2035808828071212,-0.1227891302768703
