time,ugeos,vgeos
2023-09-29 00:00:00.064801280,0.05823995537398273,-0.19921395460221286
2023-10-19 20:45:03.939326080,0.02825424842698481,-0.19311289320002453
2023-11-09 17:30:09.196444672,-0.013406679722617562,-0.13134111824772657
2023-11-30 14:15:14.718532608,0.26023426579853176,-0.3298649113686802
2023-12-21 11:00:18.637478016,0.04270556095391781,-0.3095653076778585
2024-01-11 07:45:23.995465088,0.031426208325099306,-0.10414706180919975
2024-02-01 04:30:30.336631424,-0.03504005158338311,-0.32121300281927084
2024-02-22 01:15:35.490622464,,
2024-03-13 22:00:37.847050752,0.10126246933683133,-0.2813233515344002
2024-04-03 18:45:42.225309696,0.025712005395934358,-0.1703337653444874
2024-04-24 15:30:48.553066240,-0.059529592751060775,-0.09326192481500384
2024-05-15 12:15:52.673780992,0.054495563883656395,-0.1165114006740006
2024-06-05 09:00:58.638047872,0.11632446594469817,-0.17056200647579178
2024-06-26 05:46:01.811853312,-0.1798375631180382,0.07657743807656976
2024-07-17 02:31:06.226983424,0.040618077636135695,-0.26884672472636306
2024-08-06 23:16:10.635771008,0.03645898681419525,-0.08649639132333617
2024-08-27 20:01:15.009661056,0.04433457332336244,-0.27514705634257036
2024-09-17 16:46:21.362329856,0.01626816345130629,-0.19174153160485496
