time,ugeos,vgeos
2023-09-18 01:37:09.915876224,-0.050775419576920694,-0.0859631358819302
2023-10-08 22:22:11.528356608,-0.028804676323587713,-0.05276597740386135
2023-10-29 19:07:16.887077248,-0.05106623440731564,-0.24167320102643938
2023-11-19 15:52:22.024350848,-0.13845443835567486,0.2762219277863172
2023-12-10 12:37:26.862601216,0.16702734595177415,-0.1699270836316963
2023-12-31 09:22:33.037406464,-0.0038751473957749486,-0.12681919891503848
2024-01-21 06:07:38.353443072,0.0011459174381493614,-0.18255230035582523
2024-02-11 02:52:42.878853888,-0.15990164795629652,-0.43042466722350703
2024-03-02 23:37:48.083740544,,
2024-03-23 20:22:51.401285632,-0.1011331574669526,-0.09871657225633652
2024-04-13 17:07:56.687619328,0.025999949501155844,-0.2139547054923455
2024-05-25 10:38:05.648359424,,
2024-06-15 07:23:10.985268096,0.03540448160337916,-0.276676074969864
2024-07-06 04:08:13.014706176,0.07014248409413519,-0.1808306998774385
2024-07-27 00:53:19.109758848,0.08591548740941579,-0.21324399504708155
2024-08-16 21:38:23.892355840,-0.2142022996053737,-0.14978533143787184
2024-09-06 18:23:29.435356032,0.03135219482561121,-0.0945445611624917
2024-09-27 15:08:36.770815360,0.04618454676704777,-0.24776578281665987
