time,ugeos,vgeos
2023-10-14 07:19:09.167178112,0.003483135422069793,-0.2201498175722218
2023-11-04 04:04:14.564911232,0.07074348518357937,-0.19575649462893127
2023-11-25 00:49:19.834446848,-0.04370751776419676,-0.16747994628552026
2024-01-05 18:19:29.957074944,0.04765447273148858,-0.2413604662550637
2024-01-26 15:04:35.845727744,-0.0787533265587631,-0.44658796667893075
2024-02-16 11:49:40.672968704,0.035065735530292574,-0.1800749301072942
2024-03-08 08:34:44.414386176,,
2024-03-29 05:19:48.177718016,-0.2742965557623756,-0.17605199950855738
2024-04-19 02:04:54.107326208,0.07658124494053682,-0.2709286628199335
2024-05-09 22:49:57.703072512,0.08714846511982298,-0.02631088697293618
2024-05-30 19:35:02.971148928,0.18098045859852283,-0.12516823806497612
2024-06-20 16:20:07.726982400,0.31520214769506544,0.008247054371458683
2024-07-11 13:05:11.016681728,0.006524189665349468,-0.22506576287450614
2024-08-01 09:50:15.497163904,0.04146086216232177,-0.2147481868237787
2024-08-22 06:35:19.585783424,0.0327337412986385,-0.24744995915140214
2024-09-12 03:20:25.697181952,0.11680650409222579,-0.11128580600431334
